title,year,distributor,us_gross,us_profit_gross,us_adj,us_profit_adj,us_bits,worldwide_gross,worldwide_profit_gross,worldwide_adj,worldwide_profit_adj,worldwide_bits,production_budget,production_budget_adj
Gloria,1999,Sony Pictures,4167493,-25832507,6436919.885521886,-39899713.80904139,823615.2173913044,4967493,-25032507,7672563.450710241,-38664070.24385303,981717.9841897234,30000000,46336633.69456328
Good Luck Chuck,2007,Lionsgate,35017297,10017297,43354748.65015057,12402367.709561002,5089723.401162791,59183821,34183821,73275206.92446658,42322825.98387702,8602299.563953489,25000000,30952380.94058957
John Carpenter's Ghosts of Mars,2001,Screen Media Films,8434601,-19565399,12239979.127403159,-28392579.01817936,1492849.7345132742,8434601,-19565399,12239979.127403159,-28392579.01817936,1492849.7345132742,28000000,40632558.14558252
The Green Mile,1999,Warner Bros.,136801374,76801374,211297171.86503175,118623904.4759052,27035844.66403162,286601374,226601374,442671429.446551,349998162.0574245,56640587.74703558,60000000,92673267.38912655
The Game of Their Lives,2005,IFC Films,375474,-19624526,494294.88582567347,-25834819.02489376,58576.28705148206,375474,-19624526,494294.88582567347,-25834819.02489376,58576.28705148206,20000000,26329113.910719436
"Gandhi, My Father",2007,Eros Entertainment,240425,-4759575,297669.04750564985,-5892807.140612264,34945.49418604651,1375194,-3624806,1702621.1422085252,-4487855.045909388,199882.8488372093,5000000,6190476.188117914
Good Night and Good Luck,2005,Warner Independent,31501218,24501218,41469957.85242027,32254767.98366847,4914386.583463338,54601218,47601218,71880084.41930123,62664894.55054942,8518130.73322933,7000000,9215189.868751802
The General's Daughter,1999,Paramount Pictures,102705852,42705852,158634781.4137343,65961514.02460775,20297599.209486168,149705852,89705852,231228840.8685501,138555573.47942355,29586136.75889328,60000000,92673267.38912655
Gun Shy,2000,Walt Disney Pictures,1638202,-8361798,2445545.568909943,-12482684.093304748,303933.5807050093,1638202,-8361798,2445545.568909943,-12482684.093304748,303933.5807050093,10000000,14928229.662214693
Go!,1999,Sony Pictures,16875273,10375273,26064778.116558462,16025174.149403086,3335034.1897233203,28383441,21883441,43839770.286941625,33800166.31978625,5609375.691699605,6500000,10039603.967155376
Goal!,2006,Walt Disney Pictures,4283255,-28716745,5454594.124230072,-36569895.685410574,653932.0610687023,27610873,-5389127,35161601.54617522,-6862888.263465432,4215400.458015268,33000000,42024489.809640646
Godzilla 2000,2000,Sony Pictures,10037390,9037390,14984046.312921712,13491223.346700244,1862224.4897959186,10037390,9037390,14984046.312921712,13491223.346700244,1862224.4897959186,1000000,1492822.9662214692
Godsend,2004,Lionsgate,14334645,-15665355,19530171.353029516,-21343191.090957444,2308316.425120773,16910708,-13089292,23039916.575614326,-17833445.86837263,2723141.384863124,30000000,40873362.44398696
Godzilla,1998,Sony Pictures,136314294,11314294,214798281.32436466,17828584.47404328,29064881.44989339,376000000,251000000,592484848.1257668,395515151.27544534,80170575.69296375,125000000,196969696.85032138
Good,2008,ThinkFilm,27276,-15972724,32605.79308545887,-19093830.97797122,3798.8857938718666,27276,-15972724,32605.79308545887,-19093830.97797122,3798.8857938718666,16000000,19126436.77105668
Good Will Hunting,1987,Miramax,138433435,128433435,312979940.2177252,290371244.54982346,35404970.5882353,225933435,215933435,510806027.3118651,488197331.6439634,57783487.21227621,10000000,22608695.667901702
Gosford Park,2001,USA Films,41300105,23300105,59933175.63682726,33812245.40038136,7309753.097345132,41300105,23300105,59933175.63682726,33812245.40038136,7309753.097345132,18000000,26120930.236445904
Gossip,2000,Warner Bros.,5108820,-8891180,7626563.826291566,-13272957.700809002,947833.0241187385,12591270,-1408730,18796537.0298954,-2102984.4972051703,2336042.6716141,14000000,20899521.527100567
The Game Plan,2007,Walt Disney Pictures,90648202,68648202,112231107.19534053,84993011.96762171,13175610.755813954,147914546,125914546,183132294.97785437,155894199.75013554,21499207.26744186,22000000,27238095.22771882
Girl with a Pearl Earring,2003,Lionsgate,11634362,-365638,16277672.38877931,-511565.2733590797,1929413.2669983415,22106210,10106210,30928867.791595027,14139630.129456636,3666038.142620232,12000000,16789237.66213839
Galaxy Quest,1999,Dreamworks SKG,71423726,26423726,110317834.29209517,40812883.75025026,14115360.869565219,90523726,45523726,139818824.4109671,70313873.8691222,17890064.426877473,45000000,69504950.54184492
Saving Grace,2000,Fine Line,12178602,8178602,18180496.762070715,12209204.89718484,2259480.8905380336,24325623,20325623,36313848.68204519,30342556.817159317,4513102.597402598,4000000,5971291.864885877
Gracie,2007,Picturehouse,2956339,-6043661,3660229.236700865,-7482627.90191138,429700.43604651163,3036736,-5963264,3759768.379520088,-7383088.759092157,441386.0465116279,9000000,11142857.138612244
The Great Raid,2005,Miramax,10166502,-49833498,13383749.461577848,-65603592.270580456,1586037.7535101403,10597070,-49402930,13950573.15749338,-65036768.57466493,1653209.0483619345,60000000,78987341.7321583
The Grand,2008,Anchor Bay Entertainment,115879,-2884121,138522.0229120798,-3447684.8716610475,16139.136490250698,115879,-2884121,138522.0229120798,-3447684.8716610475,16139.136490250698,3000000,3586206.894573127
The Constant Gardener,2005,Focus Features,33579798,8079798,44206316.33204743,10636696.095880153,5238658.034321372,81079798,55579798,106737961.87000608,73168341.63383882,12648954.446177848,25500000,33569620.23616728
Garden State,2004,Fox Searchlight,26782316,24282316,36489443.631913036,33083330.09491412,4312772.30273752,32381151,29881151,44117550.705882356,40711437.16888344,5214356.038647343,2500000,3406113.536998913
Green Zone,2010,Universal,35053660,-64946340,41270724.243857816,-76465124.86250602,4442795.944233207,84788541,-15211459,99826508.69124742,-17909340.4151164,10746329.657794677,100000000,117735849.10636382
George Of The Jungle,1997,Walt Disney Pictures,105263257,50263257,168421211.2,80421211.2,22933171.45969499,174463257,119463257,279141211.2,191141211.2,38009424.18300654,55000000,88000000
The Brothers Grimm,2005,Miramax/Dimension,37899638,-42100362,49893194.303851545,-55423261.3390262,5912580.031201248,105299638,25299638,138622308.18297604,33305852.540098302,16427400.624024961,80000000,105316455.64287774
The Girl Next Door,2004,20th Century Fox,14589444,-10410556,19877321.08227503,-14183814.287714103,2349346.8599033817,18589444,-6410556,25327102.74147329,-8734032.628515841,2993469.2431562,25000000,34061135.369989134
How the Grinch Stole Christmas,2000,Universal,260044825,137044825,388200887.0070429,204583662.16180214,48245793.135436,345141403,222141403,515235012.9922995,331617788.1470588,64033655.47309834,123000000,183617224.8452407
Grindhouse,2007,Weinstein/Dimension,25031037,-27968963,30990807.70247969,-34628239.891570196,3638232.1220930233,50187789,-2812211,62137262.54775723,-3481785.0462926533,7294736.773255814,53000000,65619047.594049886
Get Rich or Die Tryin',2005,Paramount Pictures,30981850,-9018150,40786232.89074115,-11871994.930697724,4833361.934477379,46437122,6437122,61132413.74119878,8474185.919759905,7244480.8112324495,40000000,52658227.82143887
Wallace & Gromit: The Curse of the Were-Rabbit,2005,Dreamworks SKG,56068547,26068547,73811758.03857632,34318087.17249717,8747043.213728549,185724838,155724838,244498520.7875957,205004849.92151654,28974233.697347894,30000000,39493670.86607915
Grosse Point Blank,1997,Walt Disney Pictures,28084357,13084357,44934971.2,20934971.2,6118596.296296297,28084357,13084357,44934971.2,20934971.2,6118596.296296297,15000000,24000000
The Grudge 2,2006,Sony Pictures,39143839,19143839,49848480.70199134,24379092.938572764,5976158.625954199,68643839,48643839,87415827.65303373,61946439.88961516,10479975.419847328,20000000,25469387.763418574
The Grudge,2004,Sony Pictures,110359362,100359362,150358606.73710537,136734152.58910972,17771233.816425122,187281115,177281115,255160296.41030008,241535842.26230443,30157989.533011273,10000000,13624454.147995653
Grown Ups,2010,Sony Pictures,161094625,86094625,189666124.60846266,101364237.77868979,20417569.70849176,250294625,175294625,294686502.0113392,206384615.18156633,31723019.64512041,75000000,88301886.82977287
Ghost Dog: Way of the Samurai,2000,Artisan,3330230,1330230,4971443.826799723,1985797.8943567849,617853.4322820037,6030230,4030230,9002065.83559769,6016419.903154751,1118781.0760667904,2000000,2985645.9324429384
Guess Who,2005,Sony Pictures,68915888,33915888,90724713.27051912,44648763.926760115,10751308.580343213,102115888,67115888,134431042.3623134,88355093.01855437,15930715.756630264,35000000,46075949.34375901
Get Carter,2000,Warner Bros.,14967182,-25032818,22343353.02921658,-37369565.61964218,2776842.6716141,19417182,-20582818,28986415.22890212,-30726503.419956647,3602445.6400742116,40000000,59712918.64885877
Get Over It,2001,Miramax,11560259,1560259,16775817.714124773,2264189.8049881584,2046063.5398230087,11560259,1560259,16775817.714124773,2264189.8049881584,2046063.5398230087,10000000,14511627.909136614
Veronica Guerin,2003,Walt Disney Pictures,1569918,-15430082,2196477.201005748,-21588276.153690305,260351.24378109453,9438074,-7561926,13204838.954904094,-10579914.39979196,1565186.4013266999,17000000,23784753.354696054
The Guru,2003,Universal,3051221,-7948779,4268972.877392297,-11121161.64623456,506006.79933665006,23788368,12788368,33282380.32886731,17892245.80524045,3945002.9850746267,11000000,15390134.523626858
A Guy Thing,2003,MGM,15543862,-4456138,21747466.108790148,-6234596.661440504,2577754.8922056383,17430594,-2569406,24387198.771520287,-3594863.9987103627,2890645.7711442783,20000000,27982062.77023065
Ghost World,2001,MGM,6217849,717849,9023111.108319718,1041715.7582945809,1100504.2477876106,8764007,3264007,12718000.857706865,4736605.507681727,1551151.681415929,5500000,7981395.350025138
Halloween 2,2009,Weinstein/Dimension,33392973,18392973,40071567.61602863,22071567.608828627,4452396.4,38512850,23512850,46215420.018486165,28215420.01128617,5135046.666666667,15000000,18000000.0072
Hairspray,2007,New Line,118823091,43823091,147114303.0868136,54257160.26504489,17270798.110465117,202823091,127823091,251114303.04719454,158257160.22542584,29480100.43604651,75000000,92857142.8217687
Half Baked,1998,Universal,17394881,9394881,27410115.49853932,14804054.900118753,3708929.8507462684,17394881,9394881,27410115.49853932,14804054.900118753,3708929.8507462684,8000000,12606060.598420568
Hamlet,1996,Sony Pictures,4501094,-13498906,7391270.14705721,-22166624.588540353,1018347.0588235294,7129670,-10870330,11707668.631085994,-17850226.10451157,1613047.5113122172,18000000,29557894.735597566
Hamlet,2000,Miramax,1577287,-422713,2354610.2579225623,-631035.6745203759,292632.09647495364,2288841,288841,3416834.4108293136,431188.47838637535,424645.82560296846,2000000,2985645.9324429384
Hancock,2008,Sony Pictures,227946274,77946274,272487499.80368507,93177155.07502869,31747391.92200557,624346274,474346274,746344970.8066143,567034626.0779579,86956305.57103065,150000000,179310344.72865635
Happily N'Ever After,2007,Lionsgate,15849032,-31150968,19622611.040143766,-38567865.12816462,2303638.3720930233,38344430,-8655570,47474056.17239083,-10716419.995917553,5573318.313953488,47000000,58190476.168308385
The Happening,2008,20th Century Fox,64506874,4506874,77111665.42872,5387527.537257456,8984244.289693594,163403799,103403799,195333276.85774714,123609138.9662846,22758189.27576602,60000000,71724137.89146253
"Happy, Texas",1999,Miramax,2039192,339192,3149643.0912294625,523900.51520421024,403002.371541502,2039192,339192,3149643.0912294625,523900.51520421024,403002.371541502,1700000,2625742.576025252
Harsh Times,2006,MGM,3337931,1337931,4250752.948326777,1703814.1719849189,509607.786259542,5963961,3963961,7594921.76574528,5047982.989403423,910528.3969465649,2000000,2546938.7763418574
Harry Brown,2010,Samuel Goldwyn Films,1818681,-5481319,2141239.5178861087,-6453477.4668784505,230504.56273764258,6294140,-1005860,7410459.172943288,-1184257.8118212712,797736.3751584284,7300000,8594716.98476456
The House Bunny,2008,Sony Pictures,48237389,23237389,57663085.669335306,27778028.214559246,6718299.30362117,70237389,45237389,83961936.22953823,54076878.774762176,9782366.155988859,25000000,29885057.45477606
The Devil's Rejects,2005,Lionsgate,17044981,10044981,22438962.317752425,13223772.449000621,2659123.4009360373,20940428,13940428,27567145.707560938,18351955.838809136,3266837.44149766,7000000,9215189.868751802
"House of 1,000 Corpses",2003,Lionsgate,12634962,5634962,17677614.98917395,7883893.019593222,2095350.248756219,16829545,9829545,23546269.22922107,13752547.259640342,2790969.3200663347,7000000,9793721.969580729
The House of the Dead,2003,Artisan,10199354,3199354,14269948.192190154,4476226.222609426,1691435.1575456052,13767816,6767816,19262594.576049294,9468872.606468566,2283219.9004975124,7000000,9793721.969580729
Hidalgo,2004,Walt Disney Pictures,67286731,-10713269,91674498.12780178,-14596244.226564324,10835222.383252818,107336658,29336658,146240337.53200907,39969595.177642986,17284485.990338165,78000000,106270742.3543661
Hide and Seek,2005,20th Century Fox,51100486,26100486,67271525.83935618,34360133.450956896,7971994.695787831,123100486,98100486,162056335.91794616,129144943.52954686,19204443.99375975,25000000,32911392.38839929
Hoodwinked,2005,Weinstein Co.,51386611,33886611,67648196.72524142,44610222.05336191,8016631.981279251,110011106,92511106,144824747.0659115,121786772.394032,17162419.03276131,17500000,23037974.671879504
Head of State,2003,Dreamworks SKG,37788228,2588228,52869628.39358937,3621197.9179834267,6266704.47761194,38283765,3083765,53562935.76553796,4314505.289932016,6348883.084577114,35200000,49248430.47560594
Hedwig and the Angry Inch,2001,Fine Line,3067312,-2932688,4451169.042522964,-4255807.702959004,542887.0796460176,3643900,-2356100,5287892.093810291,-3419084.6516716774,644938.053097345,6000000,8706976.745481968
Pooh's Heffalump Movie,2005,Walt Disney Pictures,18098433,-1901567,23825785.203126185,-2503328.707593251,2823468.4867394697,52858433,32858433,69585785.17995656,43256671.26923712,8246245.397815912,20000000,26329113.910719436
He Got Game,1998,Walt Disney Pictures,21567853,-3432147,33985707.73697836,-5408231.63308592,4598689.33901919,21567853,-3432147,33985707.73697836,-5408231.63308592,4598689.33901919,25000000,39393939.37006427
Heist,2001,New Line,23483357,-11516643,34078173.88414187,-16712523.797836281,4156346.3716814155,28483168,-6516832,41333713.56894269,-9456984.113035457,5041268.672566371,35000000,50790697.68197815
Hellboy 2: The Golden Army,2008,Universal,75986503,-6513497,90834440.31770054,-7786249.283060459,10583078.412256267,160388063,77888063,191728259.11260968,93107569.51184869,22338170.33426184,82500000,98620689.600761
Hellboy,2004,Sony Pictures,59623958,-376042,81234388.18930186,-512336.6986720581,9601281.481481481,99823958,39823958,136004693.86424437,54257968.97627047,16074711.433172302,60000000,81746724.88797392
Raising Helen,2004,Walt Disney Pictures,37485528,-12514472,51071985.74494072,-17050284.995037545,6036316.90821256,43340302,-6659698,59048795.73592843,-9073475.004049836,6979114.653784219,50000000,68122270.73997827
A Home at the End of the World,2004,Warner Independent,1029017,-5470983,1401979.4934008042,-7453915.70279637,165703.22061191627,1033810,-5466190,1408509.6942739387,-7447385.501923236,166475.04025764894,6500000,8855895.196197174
Jet Li's Hero,2004,Miramax,53652140,36652140,73098112.13718435,49936540.08559174,8639636.070853462,177352140,160352140,241632609.94789058,218471037.89629796,28559120.77294686,17000000,23161572.05159261
Here on Earth,2000,20th Century Fox,10494147,-4505853,15665903.652504133,-6726440.840817906,1946966.048237477,10845127,-4154873,16189854.657188544,-6202489.836133494,2012082.93135436,15000000,22392344.493322037
House of Flying Daggers,2004,Sony Pictures Classics,11050094,-949906,15055149.903404187,-1294195.074190596,1779403.2206119164,92863945,80863945,126522056.06544901,110172711.08785424,14953936.392914655,12000000,16349344.977594784
Head Over Heels,2001,Universal,10397365,-3602635,15088269.211548021,-5228009.861243239,1840241.5929203539,10397365,-3602635,15088269.211548021,-5228009.861243239,1840241.5929203539,14000000,20316279.07279126
The Haunting,1999,Dreamworks SKG,91188905,11188905,140846229.59977764,17281873.08094225,18021522.72727273,180188905,100188905,278311576.22698206,154747219.70814663,35610455.53359684,80000000,123564356.5188354
High Crimes,2002,20th Century Fox,41543207,-456793,59456332.930127725,-653758.788726923,7162621.8965517245,63781100,21781100,91283042.16498667,31172950.446132023,10996741.379310345,42000000,60110091.71885464
High Fidelity,2000,Walt Disney Pictures,27277055,7277055,40719814.15488616,10863354.830456773,5060678.107606679,47881663,27881663,71478846.18727677,41622386.86284739,8883425.417439703,20000000,29856459.324429385
Highlander: Endgame,2000,Miramax/Dimension,12801190,-2198810,19109910.42696461,-3282434.0663574287,2374988.8682745825,12801190,-2198810,19109910.42696461,-3282434.0663574287,2374988.8682745825,15000000,22392344.493322037
High Heels and Low Lifes,2001,Walt Disney Pictures,226792,-9773208,329112.1116768911,-14182515.797459723,40140.17699115044,226792,-9773208,329112.1116768911,-14182515.797459723,40140.17699115044,10000000,14511627.909136614
High School Musical 3: Senior Year,2008,Walt Disney Pictures,90556401,79556401,108251329.87130961,95101904.59120815,12612312.116991645,251056401,240056401,300113398.73097193,286963973.45087045,34966072.5626741,11000000,13149425.280101465
The History Boys,2006,Fox Searchlight,2730296,-969704,3476948.3766455343,-1234888.3595869022,416839.08396946563,13425589,9725589,17097076.60966435,12385239.873431915,2049708.2442748093,3700000,4711836.736232436
A History of Violence,2005,New Line,31493782,-506218,41460168.68786827,-666413.5692828286,4913226.521060842,59993782,27993782,78979156.01064347,36852573.75349236,9359404.368174726,32000000,42126582.2571511
Hitch,2005,Sony Pictures,177784257,122784257,234045097.70428094,161640034.44980252,27735453.510140404,366784257,311784257,482855224.1605796,410450160.90610117,57220632.91731669,55000000,72405063.25447844
Hitman,2007,20th Century Fox,39687694,22187694,49137144.93366204,27470478.27524934,5768560.174418605,99965792,82465792,123767171.00046964,102100504.34205694,14529911.627906976,17500000,21666666.6584127
Harold & Kumar Escape from Guantanamo Bay,2008,Warner Bros.,38108728,26108728,45555261.03233732,31210433.454044815,5307622.284122563,43231984,31231984,51679613.02895837,37334785.45066586,6021167.688022285,12000000,14344827.578292508
Harold & Kumar Go to White Castle,2004,New Line,18225165,9225165,24830792.48821552,12568783.755019432,2934809.1787439613,18225165,9225165,24830792.48821552,12568783.755019432,2934809.1787439613,9000000,12262008.733196087
Held Up,2000,Trimark,4714090,-3285910,7037301.816834966,-4905281.912936788,874599.2578849723,4714090,-3285910,7037301.816834966,-4905281.912936788,874599.2578849723,8000000,11942583.729771754
The Hills Have Eyes II,2007,20th Century Fox,20804166,5804166,25757538.847330462,7186110.28297672,3023861.3372093025,37466538,22466538,46387142.26804299,27815713.70368925,5445717.73255814,15000000,18571428.56435374
The Hills Have Eyes,2006,Fox Searchlight,41778863,24778863,53204103.10308705,31555123.504181266,6378452.366412214,69623713,52623713,88663667.19629835,67014687.59739255,10629574.503816795,17000000,21648979.59890579
How to Lose Friends & Alienate People,2008,MGM,2775593,-25224407,3317950.25104297,-30153314.098306216,386572.84122562676,12031443,-15968557,14382414.61275453,-19088849.73659466,1675688.4401114206,28000000,33471264.349349186
Half Past Dead,2002,Sony Pictures,15567860,-9432140,22280606.963483058,-13499209.535835182,2684113.7931034486,19233280,-5766720,27526529.163200304,-8253287.33611794,3316082.7586206896,25000000,35779816.49931824
Halloween: H2O,1998,Miramax,55041738,38041738,86732435.58379851,59944556.812154815,11735978.251599146,55041738,38041738,86732435.58379851,59944556.812154815,11735978.251599146,17000000,26787878.77164371
Halloween: Resurrection,2002,Miramax/Dimension,30259652,15259652,43307391.83572913,21839501.936138183,5217181.379310345,37659652,22659652,53898217.51952733,32430327.619936384,6493043.448275862,15000000,21467889.899590947
Holy Man,1998,Walt Disney Pictures,12069719,-47930281,19018951.13998851,-75526503.34816575,2573500.8528784644,12069719,-47930281,19018951.13998851,-75526503.34816575,2573500.8528784644,60000000,94545454.48815426
Milk,2008,Focus Features,31841299,11841299,38063162.001988135,14155116.038167292,4434721.309192201,50164027,30164027,59966193.1623175,36058147.198496655,6986633.286908078,20000000,23908045.96382085
Hamlet 2,2008,Focus Features,4886216,-4113784,5840993.835857842,-4917626.847861539,680531.4763231198,4898285,-4101715,5855421.1461947095,-4903199.537524671,682212.3955431755,9000000,10758620.683719382
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,2008,Walt Disney Pictures,65281781,58781781,78037991.03740433,70267876.09916255,9092170.055710306,71281781,64781781,85210404.82655057,77440289.88830881,9927824.651810585,6500000,7770114.938241775
Home on the Range,2004,Walt Disney Pictures,50026353,-59973647,68158175.26399447,-81710820.3639577,8055773.429951691,76482461,-33517539,104203178.30203657,-45665817.325915605,12316016.264090177,110000000,149868995.6279522
Hannibal Rising,2007,Weinstein Co.,27669725,-22330275,34257754.74885419,-27647007.13232495,4021762.354651163,80583311,30583311,99769813.58104007,37865051.69986093,11712690.552325582,50000000,61904761.88117914
The Hangover,2009,Warner Bros.,277322503,242322503,332787003.7331148,290787003.7163148,36976333.733333334,465132119,430132119,558158543.0232635,516158543.0064634,62017615.86666667,35000000,42000000.0168
Hanging Up,2000,Sony Pictures,36037909,-3962091,53798218.20979938,-5914700.439059387,6686068.460111317,51867723,11867723,77429328.10001352,17716409.451154754,9622954.174397033,40000000,59712918.64885877
The Hoax,2007,Walt Disney Pictures,7164995,-17835005,8870946.187096782,-22081434.753492787,1041423.6918604651,7164995,-17835005,8870946.187096782,-22081434.753492787,1041423.6918604651,25000000,30952380.94058957
Holes,2003,Walt Disney Pictures,67383924,47383924,94277059.55362259,66294996.78339193,11174780.099502487,72383924,52383924,101272575.24618025,73290512.4759496,12003967.495854063,20000000,27982062.77023065
The Holiday,2006,Sony Pictures,63280000,-21720000,80585142.88345636,-27659755.111072574,9661068.702290077,205190324,120190324,261303596.36287463,153058698.3683457,31326767.022900764,85000000,108244897.99452895
Hollow Man,2000,Sony Pictures,73209340,-16790660,109288584.09391606,-25065482.866016176,13582437.84786642,191200000,101200000,285427751.1415449,151073684.18161267,35473098.33024119,90000000,134354066.95993224
Holy Girl,2005,Fine Line,304124,-1095876,400365.77194918186,-1442672.2018011785,47445.241809672385,1261792,-138208,1661093.2649817248,-181944.70876863558,196847.42589703586,1400000,1843037.9737503605
Home Fries,1998,Warner Bros.,10513979,-4486021,16567482.05056516,-7068881.571473405,2241786.567164179,10513979,-4486021,16567482.05056516,-7068881.571473405,2241786.567164179,15000000,23636363.622038566
Honey,2003,Universal,30272254,12272254,42354005.581218295,17170149.08801071,5020274.295190712,62192232,44192232,87013346.98223737,61829490.48902978,10313802.985074626,18000000,25183856.493207585
The Honeymooners,2005,Paramount Pictures,12834849,-14165151,16896510.06739417,-18647793.712077066,2002316.5366614664,13174426,-13825574,17343548.14311719,-18200755.636354048,2055292.6677067082,27000000,35544303.77947123
Hoot,2006,New Line,8117637,-6882363,10337562.223783694,-8764478.598780237,1239333.893129771,8224998,-6775002,10474283.170767114,-8627757.651796818,1255724.8854961833,15000000,19102040.82256393
Hope Floats,1998,20th Century Fox,60110313,30110313,94719281.03350346,47446553.78942633,12816697.867803836,81529000,51529000,128469939.31607881,81197212.07200168,17383582.08955224,30000000,47272727.24407713
Horton Hears a Who,2008,20th Century Fox,154529439,69529439,184724846.51877248,83115651.17253388,21522205.98885794,297133947,212133947,355194603.11437535,253585407.76813677,41383558.07799443,85000000,101609195.3462386
Hostel: Part II,2007,Lionsgate,17544812,10044812,21722148.182201087,12436433.900024215,2550118.023255814,33606409,26106409,41607934.93653031,32322220.65435344,4884652.470930233,7500000,9285714.28217687
Hostage,2005,Miramax,34636443,-40363557,45597342.66045704,-53136834.50474084,5403501.248049922,77636443,2636443,102204937.56850383,3470760.403305944,12111769.57878315,75000000,98734177.16519788
Hostel,2006,Lionsgate,47326473,42526473,60268814.61559798,54156161.55237752,7225415.72519084,80578934,75778934,102614805.78044565,96502152.7172252,12302127.328244274,4800000,6112653.063220458
Hot Rod,2007,Paramount Pictures,13938332,-11061668,17256982.469616387,-13695398.47097318,2025920.3488372094,14334401,-10665599,17747353.61228672,-13205027.328302847,2083488.5174418604,25000000,30952380.94058957
The Hours,2002,Paramount Pictures,41675994,16675994,59646376.70986752,23866560.21054928,7185516.206896552,108775994,83775994,155679404.19403768,119899587.69471943,18754481.724137932,25000000,35779816.49931824
Life as a House,2001,New Line,15652637,-2347363,22714524.39407844,-3406405.842367465,2770378.230088495,23889158,5889158,34667057.19585742,8546126.959411517,4228169.557522124,18000000,26120930.236445904
Bringing Down the House,2003,Walt Disney Pictures,132675402,112675402,185626571.34147927,157644508.57124862,22002554.22885572,164675402,144675402,230397871.7738483,202415809.00361764,27309353.565505803,20000000,27982062.77023065
House of Wax,2005,Warner Bros.,32064800,-2935200,42211888.58622183,-3864060.7575371843,5002308.892355694,70064800,35064800,92237205.01658875,46161255.67282974,10930546.021840874,35000000,46075949.34375901
How to Deal,2003,New Line,14108518,-1891482,19739271.81354645,-2646378.4026380708,2339721.0613598675,14108518,-1891482,19739271.81354645,-2646378.4026380708,2339721.0613598675,16000000,22385650.21618452
How High,2001,Universal,31155435,19155435,45211608.00672917,27797654.51576523,5514236.283185841,31260435,19260435,45363980.099775106,27950026.608811166,5532820.3539823005,12000000,17413953.490963936
Def Jam's How To Be a Player,1997,Gramercy,14010363,2010363,22416580.8,3216580.8,3052366.666666667,14010363,2010363,22416580.8,3216580.8,3052366.666666667,12000000,19200000
Harry Potter and the Chamber of Secrets,2002,Warner Bros.,261987880,161987880,374955130.8578163,231835864.86054334,45170324.137931034,878987880,778987880,1258001002.0609906,1114881736.0637176,151549634.4827586,100000000,143119265.99727297
Harry Potter and the Prisoner of Azkaban,2004,Warner Bros.,249538952,119538952,339983200.9662888,162865297.04234532,40183406.11916264,795538952,665538952,1083878397.4468515,906760493.522908,128106111.4331723,130000000,177117903.9239435
Harry Potter and the Goblet of Fire,2005,Warner Bros.,290013036,140013036,381789313.02187884,184320958.69148305,45243843.36973479,896013036,746013036,1179561464.5166776,982093110.1862819,139783624.96099845,150000000,197468354.33039576
Harry Potter and the Order of the Phoenix,2007,Warner Bros.,292004738,142004738,361529675.481322,175815389.83778462,42442549.12790698,938468864,788468864,1161913831.1764138,976199545.5328764,136405358.1395349,150000000,185714285.6435374
Harry Potter and the Half-Blood Prince,2009,Warner Bros.,301959197,51959197,362351036.5449404,62351036.424940415,40261226.266666666,937499905,687499905,1124999886.45,824999886.3299999,124999987.33333333,250000000,300000000.12
Harry Potter and the Sorcerer's Stone,2001,Warner Bros.,317557891,192557891,460828195.38021624,279432846.5160086,56204936.46017699,976457891,851457891,1416999358.3132277,1235604009.4490201,172824405.48672566,125000000,181395348.86420768
Happy Feet,2006,Warner Bros.,198000317,113000317,252147342.54763994,143902444.553111,30229056.030534353,385000317,300000317,490286118.1356036,382041220.14107466,58778674.35114504,85000000,108244897.99452895
Hercules,1997,Walt Disney Pictures,99112101,29112101,158579361.6,46579361.6,21593050.326797385,250700000,180700000,401120000,289120000,54618736.38344227,70000000,112000000
Hardball,2001,Paramount Pictures,40222729,19222729,58369727.673803866,27895309.064616974,7119067.079646017,44102389,23102389,63999745.90719996,33525327.29801307,7805732.566371681,21000000,30474418.609186888
Hard Rain,1998,Paramount Pictures,19870567,-50129433,31311196.465872,-78991833.77030797,4236794.669509594,19870567,-50129433,31311196.465872,-78991833.77030797,4236794.669509594,70000000,110303030.23617998
The Horse Whisperer,1998,Walt Disney Pictures,75383563,15383563,118786220.41285683,24240765.924702566,16073254.37100213,75383563,15383563,118786220.41285683,24240765.924702566,16073254.37100213,60000000,94545454.48815426
Casa de Areia,2006,Sony Pictures Classics,539285,-3210715,686762.9389997593,-4088747.2666412233,82333.58778625954,1178175,-2571825,1500369.796408284,-3275140.409232699,179874.04580152672,3750000,4775510.205640983
Sorority Row,2009,Summit Entertainment,11965282,-534718,14358338.405743334,-641661.6002566647,1595370.9333333333,26735797,14235797,32082956.412833184,17082956.406833183,3564772.933333333,12500000,15000000.006
Hart's War,2002,MGM,19076815,-50923185,27302597.60365767,-72880888.59443341,3289106.0344827585,33076815,-36923185,47339294.84327588,-52844191.35481519,5702899.137931035,70000000,100183486.19809107
The Hitchhiker's Guide to the Galaxy,2005,Walt Disney Pictures,51019112,6019112,67164400.57358764,7923894.274468914,7959299.84399376,104019112,59019112,136936552.43699414,77696046.13787542,16227630.577223089,45000000,59240506.29911873
High Tension,2005,Lionsgate,3681066,831066,4845960.301343817,1094061.569066298,574269.2667706708,5208449,2358449,6856692.350958637,3104793.618681117,812550.5460218409,2850000,3751898.7322775195
