title,year,distributor,us_gross,us_profit_gross,us_adj,us_profit_adj,us_bits,worldwide_gross,worldwide_profit_gross,worldwide_adj,worldwide_profit_adj,worldwide_bits,production_budget,production_budget_adj
Dances with Wolves,1990,Orion Pictures,184208842,165208842,361466406.67059135,324183387.83080494,44819669.58637469,424200000,405200000,832392452.201968,795109433.3621815,103211678.83211678,19000000,37283018.839786395
Dangerous Liaisons,1988,Warner Bros.,34700000,20700000,75183333.25815,44849999.95515,8696741.8546365909,34700000,20700000,75183333.25815,44849999.95515,8696741.8546365909,14000000,30333333.303
Double Impact,1991,Sony Pictures,29090445,13090445,55007386.89308876,24752841.447344627,7026677.536231885,29090445,13090445,55007386.89308876,24752841.447344627,7026677.536231885,16000000,30254545.44574413
The Doors,1991,Sony Pictures,34167219,-5832781,64607104.999387026,-11029258.614973307,8252951.449275363,34167219,-5832781,64607104.999387026,-11029258.614973307,8252951.449275363,40000000,75636363.61436033
Day of the Dead,1985,United Film Distribution Co.,5804262,2304262,13823891.171351483,5488013.31130137,1635003.3802816903,34004262,30504262,80987249.92946954,72651372.06941943,9578665.352112677,3500000,8335877.860050114
Days of Thunder,1990,Paramount Pictures,82670733,22670733,162221815.57568163,44485966.607935116,20114533.576642334,157670733,97670733,309391626.7853648,191655777.81761828,38362708.759124085,60000000,117735848.96774653
The Dress,1998,Attitude Films,16556,-2633444,26088.242408431368,-4149669.330818382,3530.0639658848613,16556,-2633444,26088.242408431368,-4149669.330818382,3530.0639658848613,2650000,4175757.573226813
Dragonslayer,1981,Paramount Pictures,6000000,-12000000,17018181.797141157,-34036363.594282314,2158273.3812949643,6000000,-12000000,17018181.797141157,-34036363.594282314,2158273.3812949643,18000000,51054545.39142347
Driving Miss Daisy,1989,Warner Bros.,106593296,99093296,221714055.57357726,206114055.58106524,26125807.843137253,106593296,99093296,221714055.57357726,206114055.58106524,26125807.843137253,7500000,15599999.992511999
Do the Right Thing,1989,Universal,26004026,20004026,54088374.05403758,41608374.06002798,6373535.784313725,26004026,20004026,54088374.05403758,41608374.06002798,6373535.784313725,6000000,12479999.9940096
Dune,1984,Universal,27447471,-17552529,67965166.25982279,-43463405.12629966,8168890.178571429,27447471,-17552529,67965166.25982279,-43463405.12629966,8168890.178571429,45000000,111428571.38612245
Dolphins and Whales Tribes of the Ocean 3D,2008,3D Entertainment,7714996,1714996,9222523.948934698,2050110.1597884449,1074511.9777158776,17252287,11252287,20623423.528851442,13451009.73970519,2402825.487465181,6000000,7172413.789146254
Down & Out with the Dolls,2003,Indican Pictures,58936,-1141064,82457.54257131569,-1596466.2236425234,9773.79767827529,58936,-1141064,82457.54257131569,-1596466.2236425234,9773.79767827529,1200000,1678923.766213839
Dream With The Fishes,1997,Sony Pictures Classics,542909,-457091,868654.4,-731345.6,118280.82788671025,542909,-457091,868654.4,-731345.6,118280.82788671025,1000000,1600000
Evil Dead II,1987,Rosebud Releasing,5923044,2423044,13391229.922359116,5478186.438593522,1514845.0127877237,5923044,2423044,13391229.922359116,5478186.438593522,1514845.0127877237,3500000,7913043.483765596
Army of Darkness,1993,Universal,11502976,502976,20508162.921964224,896734.3541217401,2732298.337292162,21502976,10502976,38336734.34727557,18725305.779433087,5107595.249406176,11000000,19611428.567842484
Edward Scissorhands,1990,20th Century Fox,53976987,33976987,105917106.48610029,66671823.49685145,13133086.861313868,53976987,33976987,105917106.48610029,66671823.49685145,13133086.861313868,20000000,39245282.98924884
Ed Wood,1994,Walt Disney Pictures,5828466,-12171534,10102674.398652976,-21097325.597187024,1381153.0805687204,5828466,-12171534,10102674.398652976,-21097325.597187024,1381153.0805687204,18000000,31199999.995839998
Everyone Says I Love You,1996,Miramax,9725847,-10274153,15970864.546695964,-16871240.715079106,2200417.8733031675,34600000,14600000,56816842.102870874,23974736.8410958,7828054.298642534,20000000,32842105.261775073
Emma,1996,Miramax,22231658,16331658,36506722.608989194,26818301.556765545,5029786.877828054,37831658,31931658,62123564.71317375,52435143.6609501,8559198.642533937,5900000,9688421.052223645
Star Wars Ep. V: The Empire Strikes Back,1980,20th Century Fox,290271960,267271960,905648513.8234142,833888513.9324894,107907791.82156134,534171960,511171960,1666616512.6667428,1594856512.775818,198576936.802974,23000000,71759999.8909248
Escape from New York,1981,Avco Embassy,25244700,19244700,71603149.00238156,54584967.2052404,9080827.338129496,25244700,19244700,71603149.00238156,54584967.2052404,9080827.338129496,6000000,17018181.797141157
Escape from L.A.,1996,Paramount Pictures,25426861,-24573139,41753582.271926165,-40351680.88251151,5752683.484162896,25426861,-24573139,41753582.271926165,-40351680.88251151,5752683.484162896,50000000,82105263.15443768
Eraser,1996,Warner Bros.,101295562,1295562,166337975.48773316,2127449.1788577917,22917547.963800907,234400000,134400000,384909473.66800386,220698947.35912848,53031674.2081448,100000000,164210526.30887535
ET: The Extra-Terrestrial,1982,Universal,435110554,424610554,1160294810.6666667,1132294810.6666667,147996787.07482994,792910554,782410554,2114428144,2086428144,269697467.3469388,10500000,28000000
Exotica,1994,Miramax,5046118,3546118,8746604.53216712,6146604.532513786,1195762.5592417063,5046118,3546118,8746604.53216712,6146604.532513786,1195762.5592417063,1500000,2599999.9996533333
Fatal Attraction,1987,Paramount Pictures,156645693,142645693,354155480.072456,322503306.1373936,40062837.08439898,320100000,306100000,723704348.3295335,692052174.3944712,81867007.67263427,14000000,31652173.935062382
From Dusk Till Dawn,1996,Miramax/Dimension,25728961,5728961,42249662.27190528,9407557.010130208,5821031.900452489,25728961,5728961,42249662.27190528,9407557.010130208,5821031.900452489,20000000,32842105.261775073
Friday the 13th Part 3,1982,Paramount Pictures,36690067,34440067,97840178.66666667,91840178.66666667,12479614.62585034,36690067,34440067,97840178.66666667,91840178.66666667,12479614.62585034,2250000,6000000
Friday the 13th Part IV: The Final Chapter,1984,Paramount Pictures,32980880,30380880,81666940.92126973,75228845.6856271,9815738.095238095,32980880,30380880,81666940.92126973,75228845.6856271,9815738.095238095,2600000,6438095.235642631
Friday the 13th Part V: A New Beginning,1985,Paramount Pictures,21930418,19730418,52231224.53366986,46991529.878781214,6177582.535211268,21930418,19730418,52231224.53366986,46991529.878781214,6177582.535211268,2200000,5239694.654888643
Friday the 13th Part VI: Jason Lives,1986,Paramount Pictures,19472057,16472057,45678810.43623861,38641216.44661975,5248532.884097035,19472057,16472057,45678810.43623861,38641216.44661975,5248532.884097035,3000000,7037593.989618859
Friday the 13th Part VII: The New Blood,1988,Paramount Pictures,19170001,16370001,41535002.12513167,35468335.46453167,4804511.528822055,19170001,16370001,41535002.12513167,35468335.46453167,4804511.528822055,2800000,6066666.6606
Friday the 13th Part VIII: Jason Takes Manhattan,1989,Paramount Pictures,14343976,9343976,29835470.065678973,19435470.070670974,3515680.3921568627,14343976,9343976,29835470.065678973,19435470.070670974,3515680.3921568627,5000000,10399999.995008
Jason Goes to Hell: The Final Friday,1993,New Line,15935068,12935068,28409949.800519325,23061378.372925922,3785051.7814726843,15935068,12935068,28409949.800519325,23061378.372925922,3785051.7814726843,3000000,5348571.427593404
Faithful,1996,New Line,2104439,-10895561,3455710.3577492335,-17891658.06240456,476117.42081447964,2104439,-10895561,3455710.3577492335,-17891658.06240456,476117.42081447964,13000000,21347368.420153797
Fair Game,1995,Warner Bros.,11497497,-38502503,19390373.31724191,-64933950.99978949,2643102.75862069,11497497,-38502503,19390373.31724191,-64933950.99978949,2643102.75862069,50000000,84324324.3170314
A Few Good Men,1992,Sony Pictures,141340178,108340178,259400797.20955274,198836091.3414503,34057874.21686747,236500000,203500000,434047058.7214007,373482352.85329825,56987951.80722891,33000000,60564705.86810242
The Fugitive,1993,Warner Bros.,183875760,139875760,327824212.0543407,249378497.78297082,43675952.49406176,368900000,324900000,657695999.8797356,579250285.6083657,87624703.08788599,44000000,78445714.27136993
Shooting Fish,1998,Fox Searchlight,302204,-3697796,476200.2421356362,-5826830.057074648,64435.82089552238,302204,-3697796,476200.2421356362,-5826830.057074648,64435.82089552238,4000000,6303030.299210284
Flashdance,1983,Paramount Pictures,90463574,83463574,233261446.90030876,215211860.1318028,28718594.92063492,201463574,194463574,519476322.80090356,501426736.03239757,63956690.158730164,7000000,18049586.768505976
Fled,1996,MGM,17192205,-12807795,28231410.314600784,-21031747.578061823,3889639.1402714932,19892205,-10107795,32665094.52494042,-16598063.367722187,4500498.868778281,30000000,49263157.89266261
Flash Gordon,1980,Universal,27107960,-7892040,84576835.07144322,-24623164.762572788,10077308.550185874,27107960,-7892040,84576835.07144322,-24623164.762572788,10077308.550185874,35000000,109199999.834016
The Flintstones,1994,Universal,130531208,85531208,226254093.83649945,148254093.84689945,30931565.876777254,358500000,313500000,621399999.9171467,543399999.9275466,84952606.6350711,45000000,77999999.9896
Flight of the Intruder,1991,Paramount Pictures,14471440,-20528560,27364177.446584966,-38817640.71598032,3495516.9082125607,14471440,-20528560,27364177.446584966,-38817640.71598032,3495516.9082125607,35000000,66181818.16256529
Flatliners,1990,Sony Pictures,61308153,35308153,120302790.70165826,69283922.81563477,14916825.547445254,61308153,35308153,120302790.70165826,69283922.81563477,14916825.547445254,26000000,51018867.88602349
The Funeral,1996,October Films,1212799,-11287201,1991543.6209687772,-18534772.16764064,274388.9140271493,1412799,-11087201,2319964.673586528,-18206351.11502289,319637.7828054299,12500000,20526315.78860942
Fantasia 2000 (IMAX),2000,Walt Disney Pictures,60507228,-19492772,90326579.58079873,-29099257.7169188,11225830.797773656,60507228,-19492772,90326579.58079873,-29099257.7169188,11225830.797773656,80000000,119425837.29771754
The Fog,1980,Avco Embassy,21378361,20378361,66700486.21861526,63580486.22335766,7947346.096654275,21378361,20378361,66700486.21861526,63580486.22335766,7947346.096654275,1000000,3119999.9952575997
Forrest Gump,1994,Paramount Pictures,329694499,274694499,571470464.8571373,476137131.53651506,78126658.53080569,679400525,624400525,1177627576.5096498,1082294243.1890273,160995385.07109004,55000000,95333333.32062222
Fortress,1993,Miramax,6730578,-5269422,11999659.06066292,-9394626.649710698,1598712.1140142519,46730578,34730578,83313944.76190831,61919659.0515347,11099899.762470309,12000000,21394285.710373618
First Blood,1982,Orion Pictures,47212904,33212904,125901077.33333333,88567744,16058810.884353742,125212904,111212904,333901077.3333333,296567744,42589423.1292517,14000000,37333333.333333336
Friday,1995,New Line,27467564,23967564,46323675.49869633,40420972.79650413,6314382.528735633,27936778,24436778,47114998.56889816,41212295.86670596,6422247.816091955,3500000,5902702.7021921985
Firefox,1982,Warner Bros.,45785720,24785720,122095253.33333333,66095253.333333336,15573374.149659865,45785720,24785720,122095253.33333333,66095253.333333336,15573374.149659865,21000000,56000000
Fargo,1996,Gramercy,24567751,17567751,40342833.21935399,28848096.377732713,5558314.705882353,51204567,44204567,84083288.9648807,72588552.12325944,11584743.66515837,7000000,11494736.841621274
First Knight,1995,Sony Pictures,37361412,-37638588,63009516.44860458,-63476970.02694253,8588830.344827587,127361412,52361412,214793300.2192611,88306813.743714,29278485.51724138,75000000,126486486.4755471
The Firm,1993,Paramount Pictures,158340892,116340892,282299190.25695103,207419190.27064335,37610663.182897866,270340892,228340892,481979190.2204381,407099190.23413044,64213988.598574825,42000000,74879999.98630767
Footloose,1984,Paramount Pictures,80000000,71800000,198095238.01977324,177790476.12274647,23809523.80952381,80000000,71800000,198095238.01977324,177790476.12274647,23809523.80952381,8200000,20304761.897026755
Fast Times at Ridgemont High,1982,Universal,27092880,22592880,72247680,60247680,9215265.306122448,27092880,22592880,72247680,60247680,9215265.306122448,4500000,12000000
The First Wives Club,1996,Paramount Pictures,105489203,75489203,173224375.44533792,123961217.55267532,23866335.52036199,181489203,151489203,298024375.4400832,248761217.5474206,41060905.656108595,30000000,49263157.89266261
Flirting with Disaster,1996,Miramax,14853474,7853474,24390967.83055196,12896230.988930685,3360514.4796380093,14853474,7853474,24390967.83055196,12896230.988930685,3360514.4796380093,7000000,11494736.841621274
For Your Eyes Only,1981,MGM,54800000,26800000,155432727.0805559,76014545.36056383,19712230.21582734,195300000,167300000,553941817.4969447,474523635.77695256,70251798.56115109,28000000,79418181.71999206
Fiza,2000,Video Sound,623791,-376209,931209.5309222565,-561613.4352992127,115731.16883116883,1179462,179462,1760727.9613855064,267904.9951640373,218824.11873840448,1000000,1492822.9662214692
The Ghost and the Darkness,1996,Paramount Pictures,38564422,-16435578,63326840.33417571,-26988949.13570573,8724982.352941176,38564422,-16435578,63326840.33417571,-26988949.13570573,8724982.352941176,55000000,90315789.46988145
The Godfather: Part III,1990,Paramount Pictures,66520529,12520529,130530849.25997671,24568585.18900484,16185043.552311433,66520529,12520529,130530849.25997671,24568585.18900484,16185043.552311433,54000000,105962264.07097188
Goodfellas,1990,Warner Bros.,46743809,21743809,91723700.61001985,42667096.873458795,11373189.537712894,46743809,21743809,91723700.61001985,42667096.873458795,11373189.537712894,25000000,49056603.73656105
Ghost,1990,Paramount Pictures,217631306,195631306,427050109.56449044,383880298.2763167,52951655.96107055,517600000,495600000,1015667923.76176,972498112.4735863,125936739.65936738,22000000,43169811.28817373
Ghostbusters,1984,Sony Pictures,238632124,208632124,590898592.5368005,516612878.27938557,71021465.47619048,291632124,261632124,722136687.7249002,647850973.4674853,86795275,30000000,74285714.25741497
Girl 6,1996,Fox Searchlight,4880941,-7119059,8015018.9049256835,-11690244.25213936,1104285.294117647,4880941,-7119059,8015018.9049256835,-11690244.25213936,1104285.294117647,12000000,19705263.15706504
Goldeneye,1995,MGM,106429941,46429941,179492657.23853034,78303468.05809267,24466653.10344828,356429941,296429941,601114278.8236873,499925089.6432497,81937917.47126438,60000000,101189189.18043768
The Glimmer Man,1996,Warner Bros.,20404841,-24595159,33506896.798589185,-40387840.04040472,4616479.864253393,36404841,-8595159,59780581.00800924,-14114155.830984669,8236389.366515838,45000000,73894736.8389939
Glory,1989,Sony Pictures,26593580,8593580,55314646.37344897,17874646.39142017,6518034.31372549,26593580,8593580,55314646.37344897,17874646.39142017,6518034.31372549,18000000,37439999.9820288
